img_file_name	img_rank	object_id	object_link	object_lat	object_lon	object_date	object_time	object_depth_min	object_depth_max	object_bx	object_by	object_width	object_height	object_area	object_mean	object_major	object_minor	object_feret	object_area_exc	object_thickr	object_esd	object_elongation	object_range	object_meanpos	object_centroids	object_cv	object_sr	object_perimareaexc	object_feretareaexc	object_perimferet	object_perimmajor	object_circex	object_cdexc	object_annotation_date	object_annotation_time	object_annotation_category	object_annotation_person_name	object_annotation_person_email	object_annotation_status	process_id	process_date	process_time	process_software	process_first_img	process_last_img	process_pressure_gain	process_calibration	process_pixel	process_upper	process_gamma	process_esdmin	process_esdmax	acq_id	acq_sn	acq_volimage	acq_aa	acq_exp	acq_pixel	acq_file_description	acq_tasktype	acq_disktype	acq_shutterspeed	acq_gain	acq_threshold	acq_smbase	acq_smzoo	acq_erase_border_blob	acq_choice	acq_ratio	sample_id	sample_profileid	sample_cruise	sample_ship	sample_stationid	sample_bottomdepth	sample_ctdrosettefilename	sample_dn	sample_winddir	sample_windspeed	sample_seastate	sample_nebuloussness	sample_yoyo	sample_comment	sample_dataportal_descripteur	sample_barcode
[t]	[f]	[t]	[t]	[f]	[f]	[t]	[t]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[t]	[t]	[t]	[t]	[t]	[t]	[t]	[t]	[t]	[t]	[f]	[f]	[f]	[t]	[f]	[f]	[f]	[f]	[f]	[t]	[t]	[f]	[f]	[f]	[f]	[t]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[f]	[t]	[t]	[t]	[t]	[t]	[t]	[t]	[t]	[f]	[f]	[f]	[f]	[t]	[t]	[t]	[t]
cce_p1106_cycle2_06_1.jpg	0	cce_p1106_cycle2_06_1	http://www.zooscan.obs-vlfr.fr//	33.42133333	-121.6239833	20110628	90239	2.599999905	2.599999905	8	24	9	25	34	225.7058868	26.55238533	1.630367398	26.57065964	0	1.799999952	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20140819	23700	det_fiber	Louis Breton	louis.breton@ecotaxa.com	validated	zooprocess	20110711	24400	zooprocess	3010	nan	nan	20110710_2342	0.118	235	3	0.4	100000	uvp5	sn002zd	0.48	0.00018	1.452	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	hdr20110628090239	sn002zd_ccelter_2011	melville	cycle2	3766	cce-p1106_021	d	302	15	0	99	n	no	nan	nan
cce_p1106_cycle2_06_2.jpg	0	cce_p1106_cycle2_06_2	http://www.zooscan.obs-vlfr.fr//	33.42133333	-121.6239833	20110628	90239	2.599999905	2.599999905	14	21	15	22	35	228.8000031	25.6641674	1.736404896	26.62705421	0	1.5625	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20140819	23700	det_fiber	Louis Breton	louis.breton@ecotaxa.com	validated	zooprocess	20110711	24400	zooprocess	3010	nan	nan	20110710_2342	0.118	235	3	0.4	100000	uvp5	sn002zd	0.48	0.00018	1.452	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	hdr20110628090239	sn002zd_ccelter_2011	melville	cycle2	3766	cce-p1106_021	d	302	15	0	99	n	no	nan	nan
cce_p1106_cycle2_06_3.jpg	0	cce_p1106_cycle2_06_3	http://www.zooscan.obs-vlfr.fr//	33.42133333	-121.6239833	20110628	90239	3	3	6	9	7	10	49	228.4489746	9.561422348	6.525047779	10.44030666	1	1.590909123	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20140819	23700	det_aggregate	Louis Breton	louis.breton@ecotaxa.com	validated	zooprocess	20110711	24400	zooprocess	3010	nan	nan	20110710_2342	0.118	235	3	0.4	100000	uvp5	sn002zd	0.48	0.00018	1.452	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	hdr20110628090239	sn002zd_ccelter_2011	melville	cycle2	3766	cce-p1106_021	d	302	15	0	99	n	no	nan	nan
cce_p1106_cycle2_06_4.jpg	0	cce_p1106_cycle2_06_4	http://www.zooscan.obs-vlfr.fr//	33.42133333	-121.6239833	20110628	90239	3	3	6	24	7	27	36	228.472229	27.29366493	1.679386973	27.8926506	0	1.54285717	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20140819	23700	det_fiber	Louis Breton	louis.breton@ecotaxa.com	validated	zooprocess	20110711	24400	zooprocess	3010	nan	nan	20110710_2342	0.118	235	3	0.4	100000	uvp5	sn002zd	0.48	0.00018	1.452	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	hdr20110628090239	sn002zd_ccelter_2011	melville	cycle2	3766	cce-p1106_021	d	302	15	0	99	n	no	nan	nan
cce_p1106_cycle2_06_5.jpg	0	cce_p1106_cycle2_06_5	http://www.zooscan.obs-vlfr.fr//	33.42133333	-121.6239833	20110628	90239	3	3	9	4	12	6	41	193.7804871	10.79308224	4.836692333	12.36931705	0	1.846153855	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20140819	23700	phyt_diatom_chain_like	Louis Breton	louis.breton@ecotaxa.com	validated	zooprocess	20110711	24400	zooprocess	3010	nan	nan	20110710_2342	0.118	235	3	0.4	100000	uvp5	sn002zd	0.48	0.00018	1.452	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	hdr20110628090239	sn002zd_ccelter_2011	melville	cycle2	3766	cce-p1106_021	d	302	15	0	99	n	no	nan	nan
cce_p1106_cycle2_06_6.jpg	0	cce_p1106_cycle2_06_6	http://www.zooscan.obs-vlfr.fr//	33.42133333	-121.6239833	20110628	90239	3	3	9	5	10	6	39	211.3333282	9.956947327	4.987104893	11.66190338	0	2.200000048	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20140819	23700	det_aggregate	Louis Breton	louis.breton@ecotaxa.com	validated	zooprocess	20110711	24400	zooprocess	3010	nan	nan	20110710_2342	0.118	235	3	0.4	100000	uvp5	sn002zd	0.48	0.00018	1.452	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	hdr20110628090239	sn002zd_ccelter_2011	melville	cycle2	3766	cce-p1106_021	d	302	15	0	99	n	no	nan	nan
cce_p1106_cycle2_06_7.jpg	0	cce_p1106_cycle2_06_7	http://www.zooscan.obs-vlfr.fr//	33.42133333	-121.6239833	20110628	90239	3	3	15	11	19	14	180	218.3000031	17.87290955	12.8229332	19.23538399	1	1.706586838	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20140819	23700	rhizaria_radiolaria_collodaria_solitary_black	Louis Breton	louis.breton@ecotaxa.com	validated	zooprocess	20110711	24400	zooprocess	3010	nan	nan	20110710_2342	0.118	235	3	0.4	100000	uvp5	sn002zd	0.48	0.00018	1.452	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	hdr20110628090239	sn002zd_ccelter_2011	melville	cycle2	3766	cce-p1106_021	d	302	15	0	99	n	no	nan	nan
cce_p1106_cycle2_06_8.jpg	0	cce_p1106_cycle2_06_8	http://www.zooscan.obs-vlfr.fr//	33.42133333	-121.6239833	20110628	90239	3	3	11	7	12	9	53	216.8490601	11.41900253	5.909596443	12.52996445	0	2.086956501	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20140819	23700	det_aggregate_dark	Louis Breton	louis.breton@ecotaxa.com	validated	zooprocess	20110711	24400	zooprocess	3010	nan	nan	20110710_2342	0.118	235	3	0.4	100000	uvp5	sn002zd	0.48	0.00018	1.452	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	hdr20110628090239	sn002zd_ccelter_2011	melville	cycle2	3766	cce-p1106_021	d	302	15	0	99	n	no	nan	nan
cce_p1106_cycle2_06_9.jpg	0	cce_p1106_cycle2_06_9	http://www.zooscan.obs-vlfr.fr//	33.42133333	-121.6239833	20110628	90239	3.599999905	3.599999905	5	0	6	5	29	184.0344849	6.696919918	5.513571262	7.810249805	0	1.25	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20140819	23700	det_aggregate_dark	Louis Breton	louis.breton@ecotaxa.com	validated	zooprocess	20110711	24400	zooprocess	3010	nan	nan	20110710_2342	0.118	235	3	0.4	100000	uvp5	sn002zd	0.48	0.00018	1.452	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	hdr20110628090239	sn002zd_ccelter_2011	melville	cycle2	3766	cce-p1106_021	d	302	15	0	99	n	no	nan	nan
